id,Gender,Age,Travel Category,Travel Class,Distance Travelled,Departure/Arrival Rating,Booking Ease,Boarding Point,Food,Seat Comfort,Entertainment,Leg Room,Luggage Handling,Cleanliness,Departure Delay (min),Arrival Delay (min),Satisfaction
21957,Female,25,Official,Economy,0,,4,4,3,,3,,3,3,0,0,dissatisfied
55687,Male,57,Official,Business,2448,4,4,4,,5,3,4,3,5,0,0,satisfied
47945,Male,26,Personal Travel,Economy,751,3,4,3,5,5,5,3,3,5,0,0,dissatisfied
103322,Female,39,Official,Economy,665,2,2,,2,3,,,2,3,151,,dissatisfied
129753,Female,36,Official,Business,402,5,5,5,1,1,4,4,4,5,0,0,satisfied
52202,Female,50,Official,Economy,676,1,1,1,5,4,4,4,4,4,0,0,satisfied
30442,Male,19,Official,Business,892,2,4,4,5,3,5,3,5,5,91,105,satisfied
127328,Female,46,Official,,0,4,,4,2,4,4,,4,5,0,0,satisfied
81293,Female,12,Personal Travel,Economy,918,4,4,3,3,3,3,,,3,0,0,satisfied
58776,Male,45,Official,Business,0,1,1,1,4,4,5,,5,5,0,0,satisfied
12246,Male,38,Official,Economy,228,,,3,5,5,5,2,3,5,73,70,satisfied
59872,Male,39,Official,Business,2854,3,,3,2,3,2,2,2,1,25,13,dissatisfied
3162,Male,56,Official,Business,2330,3,3,3,4,4,3,3,3,3,0,0,dissatisfied
20448,Female,37,Official,Economy,159,4,,,5,5,5,,5,5,55,79,satisfied
12534,Male,44,Official,Business,784,3,3,3,,,2,,2,5,0,0,satisfied
15640,Male,17,Official,Premium,263,3,3,3,4,3,4,2,,4,0,0,satisfied
48368,Female,36,Official,Economy,247,5,3,5,2,2,2,1,4,2,0,0,dissatisfied
104682,Male,59,Official,Premium,577,1,1,1,1,1,1,1,3,1,0,0,dissatisfied
61798,Female,28,Personal Travel,Economy,1241,5,2,5,5,2,,,4,5,24,19,dissatisfied
112634,Female,64,Official,Premium,0,3,3,3,,3,2,,3,2,0,0,dissatisfied
73037,Male,8,Personal Travel,Economy,932,1,2,3,5,5,5,1,3,5,0,0,dissatisfied
125250,Male,17,Official,Business,0,1,1,1,3,3,3,,3,3,41,62,dissatisfied
74700,Female,54,Personal Travel,Economy,1013,4,1,3,3,4,4,,4,5,0,0,dissatisfied
13178,Male,59,Official,Economy,0,4,4,4,5,5,5,3,2,5,137,134,satisfied
6763,Female,30,Official,Business,212,4,4,4,1,,1,5,5,1,92,80,satisfied
97220,Female,41,Personal Travel,Premium,1048,5,5,,2,4,1,5,1,4,0,0,dissatisfied
6953,Male,9,Personal Travel,Economy,451,5,3,,,4,4,5,5,4,83,76,dissatisfied
45628,Male,31,Official,Business,2527,3,,3,5,,5,1,2,5,0,0,satisfied
66960,Female,40,Official,Business,1925,4,4,4,5,4,4,4,,3,0,0,satisfied
75838,Female,59,Official,Business,0,4,4,4,5,,4,4,4,3,7,0,satisfied
10941,Female,57,Official,Business,3251,1,,1,3,2,1,1,1,2,5,3,dissatisfied
68171,Female,67,Official,Economy,543,5,4,5,2,2,4,4,,1,0,0,dissatisfied
54540,Male,28,Personal Travel,Economy,833,5,4,4,5,5,5,3,5,5,0,0,dissatisfied
14571,Female,48,Official,Business,2371,2,5,5,,2,4,4,,3,17,0,satisfied
68718,Male,58,Personal Travel,Economy,158,4,1,4,5,5,,4,4,5,0,6,dissatisfied
29382,Male,57,Official,Business,2219,3,3,3,4,4,2,3,4,4,0,10,satisfied
105264,Male,10,Personal Travel,Economy,0,2,4,4,4,4,4,,3,4,0,13,satisfied
110096,Male,40,Official,Business,2101,1,1,1,5,5,,,5,3,12,18,satisfied
22764,Male,26,Official,Economy,132,5,1,3,,4,4,5,1,4,30,14,dissatisfied
20702,Male,49,Personal Travel,Economy,526,5,,1,5,3,5,4,5,3,132,118,satisfied
18724,Male,59,Personal Travel,,114,5,3,3,,1,1,5,4,1,0,0,dissatisfied
70002,Female,17,Personal Travel,Economy,212,5,1,4,3,3,3,5,,3,25,22,dissatisfied
89666,Male,48,Official,Economy,855,,4,4,4,4,4,1,,4,0,0,dissatisfied
56257,Male,50,Official,Business,3495,,3,3,5,3,2,2,2,4,0,39,dissatisfied
56028,Female,54,Official,Business,2327,2,2,2,4,4,5,3,5,4,0,0,satisfied
33665,Female,29,Official,Premium,372,4,,4,4,4,4,2,2,4,0,0,satisfied
109985,Male,56,Official,,2495,,2,,,4,3,4,,3,8,0,satisfied
79262,Male,18,Personal Travel,Economy,1438,5,1,1,1,1,1,4,5,1,41,49,dissatisfied
119748,Female,28,Personal Travel,Economy,1173,3,2,3,,2,2,2,,2,0,0,dissatisfied
127723,Female,25,Official,Business,541,0,4,4,2,3,2,3,4,2,0,0,satisfied
95634,Male,45,Personal Travel,Economy,603,5,2,2,3,3,3,,4,3,11,1,dissatisfied
103806,Female,43,Official,,2192,5,5,5,,4,5,5,5,5,16,7,satisfied
40615,Female,27,Personal Travel,Economy,370,4,4,4,2,2,2,,4,2,0,0,dissatisfied
8273,Male,41,Personal Travel,Economy,302,5,2,5,,5,5,5,5,5,0,0,dissatisfied
91005,Male,30,Personal Travel,Economy,364,3,1,3,2,2,2,5,2,2,0,0,satisfied
47379,Female,11,Official,Economy,539,0,5,1,2,2,,2,5,2,0,0,satisfied
79977,Male,47,Official,Economy,608,,1,1,5,5,5,5,4,5,6,0,satisfied
119523,Male,37,Official,Economy,449,4,4,4,,,5,4,1,5,0,2,satisfied
37334,Female,26,Official,Economy,932,5,5,5,4,4,2,1,,4,145,193,satisfied
44916,Male,23,Official,Economy,419,1,2,3,5,,5,2,3,5,34,30,dissatisfied
95142,Male,15,Personal Travel,Economy,223,5,3,2,5,5,5,3,5,5,94,93,dissatisfied
108930,Female,60,Personal Travel,Economy,968,4,0,,3,4,2,0,2,3,0,1,satisfied
69776,Female,52,Official,Business,2209,5,5,5,,5,4,,5,5,0,3,satisfied
123348,Female,24,Official,Business,0,4,5,,,5,5,,5,5,0,0,satisfied
18118,Male,28,Official,Business,475,5,4,5,5,5,5,3,4,5,22,3,satisfied
29452,Female,30,Personal Travel,Economy,379,,1,2,4,4,4,5,5,4,0,0,dissatisfied
28578,Female,10,Official,,2368,5,,5,5,5,5,3,3,5,7,0,satisfied
112517,Female,56,Personal Travel,Economy,768,5,2,3,4,,2,2,2,5,2,0,dissatisfied
81551,Male,39,Official,Business,842,3,3,3,3,3,3,3,4,3,0,0,dissatisfied
111049,Male,61,Official,Business,287,5,,5,,3,,3,3,1,88,83,dissatisfied
100239,Male,49,Personal Travel,,910,1,2,4,4,4,4,2,2,1,9,4,dissatisfied
111237,Male,39,Official,Business,1391,,3,3,2,4,5,5,5,5,15,5,satisfied
24436,Female,25,Official,,571,3,1,4,5,5,5,1,2,5,0,0,dissatisfied
32429,Male,40,Official,Economy,0,0,4,1,,1,1,,2,1,0,0,satisfied
92790,Male,23,Official,Economy,651,1,1,,1,1,1,1,3,1,0,35,dissatisfied
3274,Female,61,Official,Economy,431,5,,1,1,4,5,5,,4,0,0,satisfied
78701,Male,50,Official,Business,1762,,,3,2,,4,4,4,5,19,16,satisfied
125577,Female,23,Official,Economy,203,0,4,2,3,3,3,3,5,3,2,0,satisfied
10344,Female,39,Official,Business,222,2,2,1,,2,2,5,4,2,94,95,dissatisfied
50536,Male,55,Personal Travel,Economy,98,3,3,1,4,5,4,3,1,4,2,3,dissatisfied
114234,Female,20,Official,Business,0,0,4,4,5,5,,,4,5,31,1,satisfied
7277,Male,58,Personal Travel,,125,5,2,4,5,5,5,2,5,5,21,13,dissatisfied
84925,Male,67,Personal Travel,Economy,433,5,4,5,3,,3,,1,3,0,0,dissatisfied
8385,Male,44,Personal Travel,Economy,0,4,3,3,4,4,4,3,5,4,0,0,dissatisfied
43766,Male,47,Official,Business,433,4,4,,5,3,4,4,4,2,0,0,dissatisfied
30601,Male,49,Official,Business,3142,4,4,4,,1,4,4,4,3,0,0,satisfied
22128,Male,23,Official,Economy,509,2,2,2,5,5,5,2,2,5,10,15,dissatisfied
99529,Female,47,Official,Business,722,3,3,3,4,4,4,4,4,5,0,0,satisfied
118664,Male,27,Official,Business,2473,3,4,3,2,2,2,4,2,2,17,12,dissatisfied
16832,Female,11,Personal Travel,Economy,581,5,,3,2,,2,,4,2,0,0,dissatisfied
51018,Male,39,Personal Travel,Economy,239,2,1,4,4,4,4,4,4,4,0,0,dissatisfied
65600,Male,63,Official,Economy,158,3,3,3,4,4,4,4,2,4,46,37,dissatisfied
9045,Female,66,Official,Economy,191,,1,1,4,3,4,4,4,4,70,62,dissatisfied
124655,Female,42,Official,Business,359,2,2,2,3,5,5,5,5,5,0,7,satisfied
25388,Male,41,Official,Premium,532,1,1,3,1,5,3,3,3,5,306,295,dissatisfied
115013,Female,59,Official,Business,300,4,4,4,4,5,5,5,5,4,0,0,satisfied
124032,Male,49,Personal Travel,Economy,166,5,2,3,,2,2,3,5,2,0,0,dissatisfied
12027,Female,44,Official,,316,1,1,1,3,,5,5,5,5,0,0,satisfied
74016,Female,34,Official,Business,1324,5,5,5,3,5,4,,4,4,0,0,satisfied
109476,Female,41,Official,,751,2,4,2,5,5,5,,5,3,0,0,satisfied
13308,Female,39,Official,Economy,403,5,5,5,4,4,4,5,1,4,0,0,satisfied
53722,Female,59,Personal Travel,Economy,1071,,3,1,5,5,2,,2,5,6,0,dissatisfied
119300,Female,59,Official,Economy,0,1,1,1,5,,3,3,3,2,0,0,dissatisfied
61380,Female,26,Official,Business,611,4,,4,1,1,1,4,4,1,0,0,satisfied
22800,Female,32,Official,Business,1800,2,2,2,4,,4,,3,4,0,17,satisfied
21317,Female,30,Official,Premium,558,0,,3,4,3,4,5,1,4,14,12,satisfied
19234,Female,49,Official,Economy,704,1,1,1,2,4,4,4,4,2,31,30,satisfied
53609,Male,24,Official,Business,1687,,2,2,4,4,4,4,3,4,6,19,satisfied
109358,Male,60,Official,Business,1610,5,5,5,2,5,2,,2,4,8,0,satisfied
10126,Female,47,Official,Business,1720,3,,3,4,,3,3,3,4,1,4,satisfied
69070,Female,25,Official,Business,1250,0,1,5,2,2,2,4,4,2,0,0,dissatisfied
57659,Male,59,Personal Travel,Economy,180,1,2,4,2,2,2,2,3,2,0,0,dissatisfied
37899,Male,41,Official,Economy,483,0,4,1,4,5,5,,4,5,151,136,dissatisfied
90201,Male,19,Personal Travel,Economy,976,1,2,4,1,1,,1,4,1,0,0,dissatisfied
20647,Male,34,Official,Business,470,2,2,2,2,3,1,,3,3,141,125,dissatisfied
56822,Male,15,Official,Economy,0,,4,4,,2,2,4,3,2,65,48,dissatisfied
16715,Female,51,Official,Premium,256,3,,2,4,3,4,4,4,3,26,19,satisfied
125322,Female,28,Official,Business,2714,,1,1,,4,,,5,4,36,41,satisfied
22712,Male,52,Official,Premium,530,4,4,4,2,2,3,4,,2,265,250,dissatisfied
64895,Female,54,Official,Business,171,3,3,1,3,4,,3,4,3,0,0,dissatisfied
110199,Female,46,Official,Premium,881,5,5,5,2,3,3,3,3,4,0,0,dissatisfied
53976,Female,37,Personal Travel,Economy,1193,5,1,2,2,2,2,3,2,2,6,0,dissatisfied
14324,Female,59,Personal Travel,Economy,386,1,0,4,4,3,3,0,3,1,0,0,satisfied
68017,Male,67,Official,Economy,252,2,1,2,,5,5,3,3,5,0,0,satisfied
120068,Female,34,Official,Business,1684,4,4,4,,4,5,5,5,4,0,0,satisfied
31482,Female,37,Official,Economy,870,4,4,1,,1,1,,2,1,43,49,dissatisfied
45921,Male,21,Official,Economy,728,1,1,4,,,1,,4,1,15,15,dissatisfied
117037,Female,42,Official,Business,332,1,1,1,1,3,3,2,3,4,1,0,dissatisfied
82764,Male,61,Personal Travel,Economy,368,1,2,2,3,3,3,4,2,3,0,0,dissatisfied
59854,Female,52,Official,,2144,,3,3,3,5,5,5,,5,35,38,satisfied
117404,Male,30,Official,Business,1022,1,1,,5,5,5,4,4,5,0,0,satisfied
268,Male,20,Official,Economy,0,3,3,4,3,,,1,3,3,35,18,dissatisfied
70428,Female,55,Official,Business,3308,1,5,5,5,5,5,5,4,4,0,5,satisfied
96373,Female,20,Official,Business,1121,0,5,3,,5,5,3,5,5,9,24,satisfied
98439,Male,25,Official,Business,733,0,4,3,4,4,4,2,5,4,108,116,satisfied
41999,Male,34,Official,Economy,104,2,4,2,4,4,4,2,1,4,0,0,satisfied
29680,Male,30,Official,Premium,612,3,3,3,4,4,4,2,4,4,0,0,dissatisfied
126006,Male,52,Official,Business,568,4,,4,2,5,4,,4,4,0,0,satisfied
32364,Male,43,Official,Business,91,4,4,,3,2,4,4,4,5,0,0,satisfied
102011,Female,35,Official,Business,2759,3,3,3,,4,3,4,3,3,42,39,satisfied
26254,Male,44,Official,Premium,464,5,5,,1,1,1,4,2,1,0,8,dissatisfied
56866,Male,51,Official,Business,0,4,4,4,4,4,4,4,4,4,9,1,satisfied
65549,Male,51,Official,Business,3563,5,5,5,5,4,3,4,3,3,3,3,satisfied
15682,Male,58,Personal Travel,Economy,555,0,3,3,2,2,2,3,5,2,0,0,dissatisfied
93827,Female,25,Official,Business,352,5,,3,1,1,1,3,4,1,0,0,dissatisfied
10613,Male,52,Official,Business,2322,2,2,2,3,2,3,3,3,1,98,103,dissatisfied
50589,Female,70,Personal Travel,Economy,336,,4,3,1,2,4,4,4,4,0,0,dissatisfied
43260,Male,41,Official,Economy,362,0,2,5,1,1,1,1,1,1,0,13,dissatisfied
116413,Male,34,Personal Travel,Economy,336,1,0,3,2,2,2,4,4,2,10,0,satisfied
36749,Female,47,Official,Economy,2350,4,4,4,4,4,2,3,3,4,0,0,satisfied
11713,Male,50,Official,Business,356,4,4,4,2,4,2,,2,3,9,0,satisfied
15596,Female,77,Official,Economy,206,5,5,5,5,3,3,3,3,3,0,0,dissatisfied
121837,Female,49,Official,Economy,404,1,1,1,3,3,2,2,,4,83,86,dissatisfied
10495,Female,48,Official,Business,0,5,5,5,4,5,,3,3,5,52,53,satisfied
111872,Female,55,Official,Business,565,1,1,1,3,5,4,4,4,5,1,1,satisfied
97004,Male,51,Personal Travel,Economy,715,4,,2,4,4,4,2,4,4,13,22,dissatisfied
122729,Male,39,Official,Business,1713,4,,4,3,4,4,4,4,5,0,0,satisfied
93819,Female,50,Official,Business,2728,1,1,1,2,4,4,4,4,3,1,16,satisfied
63993,Female,37,Official,Economy,551,5,5,5,2,2,2,2,3,2,5,5,dissatisfied
113771,Female,52,Personal Travel,Economy,373,4,,2,4,2,5,2,4,4,0,0,dissatisfied
121611,Female,62,Personal Travel,Economy,821,,3,3,4,4,1,3,1,2,0,0,dissatisfied
59183,Male,27,Official,Business,1296,,4,,3,2,3,5,5,3,103,87,satisfied
92934,Male,65,Personal Travel,Economy,121,0,3,1,1,,1,4,4,1,0,0,dissatisfied
33205,Male,33,Official,Premium,92,4,4,4,4,4,4,4,3,4,0,0,satisfied
48986,Female,23,Official,Economy,98,0,3,4,4,5,4,1,3,4,0,0,dissatisfied
22274,Male,45,Official,Economy,131,4,,4,4,4,4,,2,4,0,0,satisfied
57812,Male,48,Personal Travel,Premium,0,3,3,2,,1,4,5,2,4,2,0,dissatisfied
40273,Female,14,Personal Travel,Economy,348,5,4,5,4,4,4,4,4,4,0,12,dissatisfied
71603,Male,24,Official,Business,0,4,4,4,5,5,5,2,4,5,1,0,dissatisfied
52958,Female,44,Official,Economy,2075,,3,3,,,2,4,1,2,0,0,dissatisfied
30196,Female,22,Official,Economy,228,0,,3,3,2,3,2,4,3,0,0,satisfied
26283,Male,32,Personal Travel,Economy,773,1,,4,5,5,5,,3,5,28,8,dissatisfied
50539,Male,40,Personal Travel,Economy,188,,2,4,3,3,3,5,3,3,0,0,dissatisfied
99251,Male,45,Personal Travel,Economy,487,4,4,3,2,,2,3,5,2,0,0,dissatisfied
57429,Female,22,Official,Business,480,4,,5,3,,,,4,3,0,0,satisfied
110895,Female,46,Official,Economy,365,0,4,3,5,5,5,,4,5,0,17,dissatisfied
113047,Male,24,Official,Economy,431,3,3,3,4,2,4,2,1,4,0,0,dissatisfied
105951,Male,31,Official,Business,2066,2,2,2,5,5,5,2,4,5,0,0,satisfied
128254,Male,45,Official,Business,1563,,0,4,3,5,1,1,1,3,1,0,satisfied
30831,Male,63,Official,Business,1808,3,3,3,3,,2,2,2,2,0,30,dissatisfied
13495,Male,46,Official,,3116,5,5,,2,5,5,5,5,3,0,0,satisfied
38256,Female,24,Official,Economy,1062,4,4,2,4,4,4,3,1,4,69,58,satisfied
101899,Male,38,Official,Business,1786,4,5,4,4,3,1,2,1,4,2,0,dissatisfied
61544,Female,35,Personal Travel,Economy,2059,3,2,3,,3,3,1,4,3,0,0,dissatisfied
85836,Male,47,Personal Travel,Economy,473,5,2,3,3,5,3,3,5,3,0,0,dissatisfied
125896,Female,32,Personal Travel,,856,4,3,3,2,2,2,,4,2,18,17,dissatisfied
119487,Male,48,Official,Business,2913,4,4,4,3,,3,3,3,2,5,17,dissatisfied
123240,Male,70,Personal Travel,Economy,540,,2,3,4,4,4,,5,4,0,0,dissatisfied
115971,Male,67,Personal Travel,Economy,0,4,4,1,2,3,2,4,4,2,7,0,dissatisfied
20224,Female,38,Official,Economy,212,0,3,5,5,5,,,3,5,1,0,dissatisfied
99092,Male,49,Official,Business,2225,1,1,1,4,3,3,3,3,4,88,89,dissatisfied
25280,Female,27,Official,Premium,0,0,0,4,3,3,3,5,1,3,0,0,satisfied
101272,Female,19,Official,Economy,1085,4,4,1,5,5,5,2,4,5,0,0,satisfied
47453,Female,29,Personal Travel,Economy,539,4,5,,2,2,2,2,5,2,0,0,satisfied
40065,Female,30,Official,Business,2965,4,4,4,4,4,4,2,5,4,0,0,satisfied
54224,Female,60,Official,,1100,3,3,3,5,1,4,4,,1,0,0,satisfied
20305,Male,33,Personal Travel,Premium,311,5,1,1,5,5,5,2,4,5,0,0,dissatisfied
106126,Male,43,Official,Economy,272,5,5,5,3,,3,4,4,3,52,48,dissatisfied
124161,Male,43,Official,Economy,1920,4,,4,3,3,3,1,2,3,0,4,dissatisfied
43127,Female,57,Official,Premium,233,4,4,4,5,4,3,3,3,2,46,39,satisfied
121641,Male,22,Official,Economy,842,3,,3,1,2,1,5,4,1,0,0,dissatisfied
95428,Male,58,Official,Business,2252,3,3,3,4,4,5,5,5,5,0,0,satisfied
100972,Male,49,Official,Business,1372,5,,5,4,4,4,4,4,3,0,0,satisfied
24250,Female,59,Personal Travel,Economy,153,4,0,,2,4,,0,5,3,0,0,satisfied
105285,Male,58,Official,Business,870,2,2,2,5,5,3,3,,5,0,0,satisfied
52013,Male,39,Official,Economy,295,0,1,4,1,1,1,3,1,1,0,0,dissatisfied
76030,Female,28,Personal Travel,Economy,280,,3,,1,1,1,3,5,1,0,0,dissatisfied
113277,Female,23,Official,Economy,177,4,0,2,5,5,5,5,5,5,4,1,satisfied
22281,Female,31,Official,Business,214,4,,4,4,4,,,3,4,0,0,satisfied
82471,Male,14,Personal Travel,Economy,458,,4,4,3,1,3,2,5,3,0,0,satisfied
107671,Male,43,Official,Business,1498,3,2,2,2,4,4,4,4,4,7,0,satisfied
128689,Male,36,Personal Travel,Economy,2198,5,2,1,2,3,4,5,5,3,13,8,dissatisfied
17471,Male,35,Official,Economy,0,5,5,5,4,4,4,2,2,4,0,19,satisfied
60112,Female,55,Official,Business,1008,5,5,5,,4,4,5,4,5,0,0,satisfied
44298,Male,13,Personal Travel,Premium,0,5,,1,2,2,2,4,5,2,10,28,dissatisfied
112167,Female,47,Official,Economy,446,0,2,1,5,5,,5,2,5,0,0,dissatisfied
41884,Female,39,Official,,1005,4,,3,5,,5,4,5,5,0,0,satisfied
116664,Female,52,Official,Premium,308,1,5,1,1,3,2,2,2,1,25,13,dissatisfied
30765,Male,56,Personal Travel,Economy,615,5,,5,3,3,3,3,,3,0,0,dissatisfied
73748,Male,40,Personal Travel,Economy,173,3,2,5,5,1,5,2,4,5,0,6,dissatisfied
78751,Male,48,Official,Business,402,3,3,3,,4,5,,5,5,0,0,satisfied
51462,Male,61,Personal Travel,Premium,77,5,1,1,5,5,5,5,4,5,0,0,dissatisfied
16270,Female,43,Official,Economy,0,,1,3,3,3,3,4,3,3,117,118,dissatisfied
79732,Male,42,Official,Business,0,5,5,5,5,5,5,5,5,4,5,2,satisfied
107790,Male,49,Official,Business,314,3,5,5,1,1,4,4,3,1,138,113,dissatisfied
124892,Female,40,Official,Business,655,3,3,3,5,,4,4,4,4,13,2,satisfied
94424,Female,45,Official,Business,2147,2,,2,2,,4,4,4,3,21,21,satisfied
84806,Female,45,Official,Business,3056,3,3,3,4,5,5,5,5,4,0,0,satisfied
39182,Male,13,Personal Travel,Economy,213,,3,3,,5,5,4,5,5,0,0,dissatisfied
101612,Male,25,Official,Business,0,1,1,1,2,2,2,4,4,2,0,0,dissatisfied
28077,Male,55,Official,,2306,,1,1,4,,4,5,4,4,0,0,satisfied
48449,Male,27,Official,Economy,0,,4,4,5,3,5,1,1,5,0,7,satisfied
24672,Male,43,Official,Business,0,4,,4,4,4,,,2,1,0,0,dissatisfied
41940,Female,60,Official,Premium,116,1,,1,,3,2,2,,2,57,63,dissatisfied
112397,Male,48,Official,Business,2980,5,5,5,4,5,5,5,5,3,1,1,satisfied
101775,Female,11,Personal Travel,Business,1369,1,4,4,4,4,4,1,3,4,0,11,satisfied
101010,Male,59,Official,Business,508,,4,4,2,4,4,4,4,5,0,0,satisfied
89644,Female,36,Official,Business,850,,4,5,2,5,4,,,3,0,0,satisfied
35203,Male,28,Official,Business,909,5,5,5,5,5,5,5,2,5,0,0,satisfied
102501,Female,40,Personal Travel,Economy,373,2,2,3,2,2,2,1,3,2,16,15,dissatisfied
47805,Female,24,Official,Business,653,5,5,5,5,5,5,5,4,5,0,0,satisfied
72310,Female,38,Official,Business,829,4,4,1,2,2,2,3,5,2,0,3,satisfied
36844,Female,19,Personal Travel,Economy,332,4,5,3,2,,2,,,2,0,0,dissatisfied
74114,Female,49,Official,Business,0,4,4,4,2,,2,2,2,5,92,82,satisfied
15211,Male,32,Official,Economy,476,0,5,4,5,5,5,,,5,0,0,dissatisfied
118048,Female,24,Official,Business,3257,2,4,2,1,1,1,2,3,1,8,24,dissatisfied
126808,Male,27,Official,,1913,3,4,3,3,3,3,4,5,3,0,0,satisfied
120937,Female,30,Official,Business,2273,3,3,3,2,2,2,3,4,2,0,0,satisfied
40930,Male,8,Official,,517,2,2,3,4,4,4,1,3,4,0,0,dissatisfied
38535,Female,29,Official,Economy,2228,2,2,2,3,3,3,4,2,3,0,10,dissatisfied
68457,Female,41,Official,Business,960,4,2,4,,4,2,2,2,4,12,19,satisfied
100858,Female,38,Official,Premium,280,3,3,3,2,2,2,3,4,2,0,25,dissatisfied
75080,Male,32,Personal Travel,Premium,2350,4,3,2,5,5,5,2,4,5,2,0,dissatisfied
39310,Female,57,Personal Travel,Economy,60,5,1,3,3,4,5,1,5,5,8,7,dissatisfied
32236,Male,61,Official,Business,2201,5,0,1,,4,4,1,,3,0,0,satisfied
69529,Female,55,Official,Business,0,4,2,4,5,5,5,3,5,5,0,0,satisfied
37536,Female,22,Official,Business,1760,3,,3,2,2,2,5,3,2,7,0,dissatisfied
123400,Male,39,Official,Business,1203,2,,2,2,5,5,5,5,5,67,59,satisfied
75760,Male,27,Personal Travel,Economy,732,3,4,3,5,,5,,3,5,15,12,satisfied
74198,Male,44,Official,Business,0,4,4,4,,5,,4,4,5,333,380,satisfied
1296,Female,28,Personal Travel,Economy,121,3,2,,3,3,3,,3,3,0,0,dissatisfied
34614,Male,64,Personal Travel,Economy,1438,4,,1,,2,2,4,4,2,0,0,dissatisfied
114959,Male,40,Official,Business,336,3,3,2,1,,1,3,4,1,10,6,dissatisfied
111796,Female,49,Official,,314,0,0,4,2,5,5,5,5,3,35,42,satisfied
36872,Male,42,Personal Travel,Premium,246,3,2,3,5,5,5,5,3,5,0,0,dissatisfied
31046,Female,16,Official,Economy,577,2,4,3,4,4,4,2,3,4,0,0,dissatisfied
107395,Female,22,Official,Economy,645,2,2,,,4,4,3,5,4,19,14,dissatisfied
129595,Male,35,Personal Travel,Business,402,4,1,3,,5,5,1,5,5,0,0,dissatisfied
48568,Male,40,Personal Travel,Economy,763,5,2,4,1,2,1,,4,1,0,0,dissatisfied
59457,Male,53,Official,Economy,0,5,4,5,2,2,2,3,3,2,0,0,dissatisfied
117960,Female,38,Official,Economy,230,1,2,3,5,5,5,4,4,5,0,0,dissatisfied
63936,Male,24,Personal Travel,Economy,1073,5,1,5,,1,1,3,4,1,0,2,dissatisfied
101413,Male,14,Personal Travel,Economy,437,1,4,3,3,3,3,5,1,3,0,0,dissatisfied
90627,Male,50,Official,Business,2633,,5,5,2,5,5,5,5,5,0,0,satisfied
45452,Female,53,Official,Business,110,5,5,5,5,3,2,2,3,1,74,65,dissatisfied
5742,Female,48,Official,Business,2154,5,,4,4,5,2,2,2,4,0,0,satisfied
53958,Male,31,Official,,1005,2,2,3,2,1,2,1,3,2,34,24,dissatisfied
85584,Female,50,Official,Business,2676,,2,,,3,2,,4,1,0,0,dissatisfied
71651,Male,63,Personal Travel,Economy,0,,0,3,2,2,2,2,5,2,0,0,dissatisfied
78581,Female,38,Personal Travel,Economy,567,,4,5,2,2,2,2,5,2,0,0,dissatisfied
129327,Female,41,Official,Business,2327,,1,1,5,3,2,2,2,1,13,14,dissatisfied
7344,Male,61,Personal Travel,Economy,0,4,2,3,3,1,3,3,5,3,0,33,dissatisfied
118971,Male,8,Personal Travel,Economy,0,5,3,2,3,3,3,2,4,3,0,0,dissatisfied
27749,Female,30,Official,Business,1303,4,4,4,4,,4,1,1,4,0,0,satisfied
75138,Female,22,Official,Business,680,0,4,4,3,3,3,,4,3,2,0,satisfied
87816,Female,54,Official,Business,193,4,4,4,5,5,,,4,4,0,0,satisfied
112017,Male,46,Official,Business,612,4,4,,2,5,4,5,4,3,0,0,satisfied
23160,Female,45,Personal Travel,Economy,581,4,4,4,5,4,2,4,1,2,0,0,dissatisfied
89410,Male,35,Official,Economy,136,2,5,,,2,2,1,3,2,0,0,dissatisfied
71153,Male,54,Official,Economy,581,5,5,5,,3,3,2,3,3,0,0,dissatisfied
9140,Female,56,Official,Business,204,2,,2,2,5,4,4,,3,4,6,satisfied
21490,Female,68,Personal Travel,Economy,148,5,0,1,2,4,2,0,1,4,11,3,satisfied
95601,Female,45,Official,Business,0,4,4,4,3,5,5,,5,3,12,5,satisfied
121828,Male,51,Official,Business,372,1,1,1,4,4,5,5,5,5,0,0,satisfied
80123,Female,52,Official,Business,2228,,2,2,1,1,3,,4,1,7,0,dissatisfied
18315,Female,40,Official,Business,635,,4,5,5,5,5,5,3,5,0,9,dissatisfied
5076,Female,26,Official,Economy,0,3,3,3,1,1,,,3,1,14,30,dissatisfied
116543,Female,57,Personal Travel,Economy,336,2,3,3,5,3,5,3,5,4,6,6,dissatisfied
66984,Female,49,Official,Business,868,4,4,4,5,4,5,5,5,3,1,0,satisfied
37750,Female,17,Official,Premium,968,1,1,1,5,3,5,1,3,5,12,9,satisfied
107232,Male,20,Official,Business,1785,2,2,,5,5,5,4,4,5,0,0,satisfied
70557,Male,24,Official,Economy,1132,3,,,3,3,3,5,5,3,0,0,dissatisfied
81677,Female,45,Official,Business,816,4,4,4,5,5,,5,5,5,15,4,satisfied
46425,Female,39,Official,Business,2204,4,4,4,5,5,5,5,5,1,0,0,satisfied
90433,Male,61,Official,Business,364,3,3,1,2,2,2,4,5,2,21,17,dissatisfied
14944,Male,36,Official,Business,1868,4,4,4,3,3,4,,4,4,0,0,satisfied
123396,Male,58,Official,Business,1203,,,4,4,5,4,,,4,7,0,satisfied
49854,Female,39,Official,Business,188,2,2,4,,,2,,,2,0,0,dissatisfied
26544,Female,54,Personal Travel,Economy,0,5,2,4,3,4,2,2,2,4,0,0,dissatisfied
